Year,Country Name,Country Code,GDP,GDP_per_capita
2024,Mongolia,MNG,16268442809.3106,6691.48209834228
2020,Montenegro,MNE,4048142110.54292,7612.62845881291
2021,Montenegro,MNE,4576160079.60802,9377.48879714989
2022,Montenegro,MNE,4869340027.24234,9990.20444616996
2023,Montenegro,MNE,5177944070.4817,12077.3747094687
2024,Montenegro,MNE,5335369922.04231,12935.4522712126
2020,Morocco,MAR,114775951852.213,3268.0302734375
2021,Morocco,MAR,124135631043.727,3785.93627929688
2022,Morocco,MAR,126031434844.786,3455.39624023438
2023,Morocco,MAR,130320714718.834,3771.4462890625
2024,Morocco,MAR,134538562550.533,3993.38745117188
2020,Mozambique,MOZ,18217911539.7402,462.433876479921
2021,Mozambique,MOZ,18651030677.5113,509.907829475551
2022,Mozambique,MOZ,19465045724.7404,578.251663751351
2023,Mozambique,MOZ,20523332839.0076,622.985619320596
2024,Mozambique,MOZ,20903378790.7655,647.28579950207
2020,Myanmar,MMR,68991135073.5064,1490.21683548367
2021,Myanmar,MMR,60700903302.881,1242.72134419599
2022,Myanmar,MMR,63151698289.3327,1158.05005034332
2023,Myanmar,MMR,63756973610.2966,1233.19666209269
2024,Myanmar,MMR,63137226234.8764,1359.25961394135
2020,Namibia,NAM,10335184546.1643,3878.58982993966
2021,Namibia,NAM,10707646943.9364,4412.8355693052
2022,Namibia,NAM,11285723330.952,4349.79908493314
2023,Namibia,NAM,11787126128.5536,4187.60500350786
2024,Namibia,NAM,12224610615.9761,4413.1274418646
2020,Nauru,NRU,90459205.0752441,10695.6993301601
2021,Nauru,NRU,96978233.3230252,14989.6647450751
2022,Nauru,NRU,99840563.671557,12896.4341046481
2023,Nauru,NRU,100485943.393321,12754.1867566585
2024,Nauru,NRU,102254748.84212,13421.8330584638
2020,Nepal,NPL,29880069318.7261,1154.21517578318
2021,Nepal,NPL,31325711777.1674,1252.75076731986
2022,Nepal,NPL,33089761144.5103,1385.91066274851
2023,Nepal,NPL,33745781686.6509,1382.33055769304
2024,Nepal,NPL,34982690898.4415,1447.31004458428
2020,Netherlands,NLD,821260592382.701,53467.9277413737
2021,Netherlands,NLD,872809729132.839,60141.9880911492
2022,Netherlands,NLD,916513359459.671,59123.318556487
2023,Netherlands,NLD,917196719472.465,64572.0059558854
2024,Netherlands,NLD,926182265714.104,68218.7261019406
2020,New Zealand,NZL,201807833897.729,41850.92032802
2021,New Zealand,NZL,210960637812.921,49689.498134519
2022,New Zealand,NZL,218336637842.863,48760.0381935936
2023,New Zealand,NZL,221380800380.185,48654.904227478
2024,New Zealand,NZL,221100836865.781,48747.0136853042
2020,Nicaragua,NIC,12803529948.2066,1938.44704754382
2021,Nicaragua,NIC,14142060836.745,2138.38588469449
2022,Nicaragua,NIC,14644146345.7189,2322.89053964583
2023,Nicaragua,NIC,15292551634.5755,2609.44492072931
2024,Nicaragua,NIC,15841222424.9421,2847.53966339498
2020,Niger,NER,12646096746.8881,579.512495758236
2021,Niger,NER,12821067681.4111,608.722439593808
2022,Niger,NER,14346774735.5026,609.745147661683
2023,Niger,NER,14586026438.1981,638.336080723299
2024,Niger,NER,15814402933.7187,722.748650326257
2020,Nigeria,NGA,500232309808.216,2019.65706326224
2021,Nigeria,NGA,518476715283.896,2017.27486481527
2022,Nigeria,NGA,535335926240.996,2139.37478476974
2023,Nigeria,NGA,550647684655.998,1596.63696129001
2024,Nigeria,NGA,569515294271.134,806.945695055244
2020,North America,NAC,21341080173865.5,62262.642409838
2021,North America,NAC,22631517578337.7,69412.9137512303
2022,North America,NAC,23228991075317.4,75613.4507146586
2023,North America,NAC,23875718802814.6,79326.9076599571
2024,North America,NAC,24520379745199.4,82406.4788664869
2020,North Macedonia,MKD,10661068595.4055,6659.59651070776
2021,North Macedonia,MKD,11141955229.994,7620.80296977508
2022,North Macedonia,MKD,11449348867.2054,7606.2375253797
2023,North Macedonia,MKD,11686641441.3319,8624.28400232117
2024,North Macedonia,MKD,12008754399.4556,9310.02790015256
2020,Norway,NOR,405005642242.722,68340.0181033702
2021,Norway,NOR,420836044191.958,93072.8925119571
2022,Norway,NOR,434497344228.607,109269.520580298
2023,Norway,NOR,434810705801.472,87497.3289297342
2024,Norway,NOR,443943701526.195,86809.7246897431
2020,OECD members,OED,49848312132779.1,38704.9773091343
2021,OECD members,OED,52817820787461.0,43149.6072484462
2022,OECD members,OED,54430599618285.6,44046.426245598
2023,OECD members,OED,55423036637855.4,46672.5139916762
2024,OECD members,OED,56412074076868.7,48454.6975400673
2020,Oman,OMN,80246670660.8581,16784.8630630058
2021,Oman,OMN,82318780120.4001,19403.4600160211
2022,Oman,OMN,88892516940.1985,23223.5829405935
2023,Oman,OMN,89947791028.3625,20972.4830886637
2024,Oman,OMN,91453585977.2428,20248.4168124608
2020,Other small states,OSS,136183965081.406,11728.9524519274
2021,Other small states,OSS,146724680469.325,13671.456548983
2022,Other small states,OSS,153503323829.341,14298.1028214028
2023,Other small states,OSS,157624001486.441,15151.4664915358
2024,Other small states,OSS,162250484597.861,15867.6733515992
2020,Pacific island small states,PSS,9154193906.6237,3666.08926363725
2021,Pacific island small states,PSS,8908049603.36678,3649.53388709298
2022,Pacific island small states,PSS,9743175893.41504,3888.62868011839
2023,Pacific island small states,PSS,10235648435.7318,4153.19706628517
2024,Pacific island small states,PSS,10645222890.9011,4399.41105391407
2020,Pakistan,PAK,358614068499.253,1278.39735206896
2021,Pakistan,PAK,381973779235.3,1455.31922370186
2022,Pakistan,PAK,400224894618.857,1538.3228133171
2023,Pakistan,PAK,400065449136.484,1365.16927410976
2024,Pakistan,PAK,413006704003.368,1484.74985864775
2020,Palau,PLW,253220048.509022,14556.5872302158
2021,Palau,PLW,218291145.408434,13257.2063206433
2022,Palau,PLW,215413135.645196,14392.2011374514
2023,Palau,PLW,219456509.098834,15899.4246065324
2024,Palau,PLW,219456509.098834,15899.4246065324
2020,Panama,PAN,54297226765.6596,13290.5608347594
2021,Panama,PAN,63238418924.7981,15509.8069109784
2022,Panama,PAN,70048985344.8611,17332.4360742988
2023,Panama,PAN,75232121007.6293,18686.4050961265
2024,Panama,PAN,77385013513.4823,19102.8521936399
2020,Papua New Guinea,PNG,23936789891.162,2429.61134585269
2021,Papua New Guinea,PNG,23814388297.7556,2607.57861874444
2022,Papua New Guinea,PNG,25173614524.0292,3102.28968594061
2023,Papua New Guinea,PNG,26132952333.2822,2966.06830432055
2024,Papua New Guinea,PNG,27203104310.4168,3076.48786186584
2020,Paraguay,PRY,40343536418.7875,5365.47220721191
2021,Paraguay,PRY,41964030301.4424,5976.9317978996
2022,Paraguay,PRY,42037903094.7449,6205.6259537937
2023,Paraguay,PRY,44139473679.5832,6299.99026533643
2024,Paraguay,PRY,46015383701.3638,6416.09709002917
2020,Peru,PER,191509018299.917,6133.32552410183
2021,Peru,PER,217099648514.382,6826.20255614477
2022,Peru,PER,223198050485.251,7350.63034300417
2023,Peru,PER,222298021864.381,7887.54185920108
2024,Peru,PER,229642617310.3,8452.37167047598
2020,Philippines,PHL,358510629276.391,3227.57910235199
2021,Philippines,PHL,378998554988.857,3484.38593882819
2022,Philippines,PHL,407730367707.393,3548.06930572116
2023,Philippines,PHL,430232801525.652,3804.08274131097
2024,Philippines,PHL,454721721977.445,3984.8315387656
2020,Poland,POL,566120997479.772,16150.9291009726
2021,Poland,POL,605337233054.782,18635.5088812509
2022,Poland,POL,637150470884.733,18891.213529396
2023,Poland,POL,638740867489.057,22145.2643088909
2024,Poland,POL,657413741875.58,25022.6716445953
2020,Portugal,PRT,203663018608.844,22299.4044062173
2021,Portugal,PRT,214984152369.519,24711.4510062111
2022,Portugal,PRT,230002605108.707,24620.519556875
2023,Portugal,PRT,236012868833.62,27386.2920595024
2024,Portugal,PRT,240564244984.515,28844.4979246799
2020,Post-demographic dividend,PST,46616190939542.4,44887.3835189149
2021,Post-demographic dividend,PST,49263625019315.7,50022.0389228787
2022,Post-demographic dividend,PST,50611170704545.1,51102.3562661077
2023,Post-demographic dividend,PST,51552974541474.8,53961.341810452
2024,Post-demographic dividend,PST,52477074650811.7,55865.7865373976
2020,Pre-demographic dividend,PRE,1413461898306.65,1320.70911111119
2021,Pre-demographic dividend,PRE,1458513459115.37,1412.70908920903
2022,Pre-demographic dividend,PRE,1521208816435.85,1577.71627123527
2023,Pre-demographic dividend,PRE,1555974048699.29,1416.33353040951
2024,Pre-demographic dividend,PRE,1604205087764.34,1290.20000126508
2020,Puerto Rico (US),PRI,92359439312.9166,31427.1130762831
2021,Puerto Rico (US),PRI,92715228856.7798,32619.0704601174
2022,Puerto Rico (US),PRI,95456906860.8231,35353.6821570014
2023,Puerto Rico (US),PRI,95932378909.4762,36948.4036416846
2024,Puerto Rico (US),PRI,99027834181.4814,39285.0174585856
2020,Qatar,QAT,161416823768.972,51683.5054376677
2021,Qatar,QAT,164042828070.675,71751.8831257169
2022,Qatar,QAT,170908036353.71,88701.463352273
2023,Qatar,QAT,172936988054.931,80195.8746508549
2024,Qatar,QAT,177724600424.45,76275.9076782833
2020,Romania,ROU,210305491425.986,13082.3006559554
2021,Romania,ROU,221968423307.804,14986.7854904274
2022,Romania,ROU,230770154206.928,15557.8826247584
2023,Romania,ROU,236318495899.176,18404.2730871704
2024,Romania,ROU,238241389259.769,20072.4079244042
2020,Russian Federation,RUS,1422766794794.99,10108.3271484375
2021,Russian Federation,RUS,1506233291759.56,12425.029296875
2022,Russian Federation,RUS,1484605556957.56,15619.6142578125
2023,Russian Federation,RUS,1545214947189.49,14159.3876953125
2024,Russian Federation,RUS,1612344875264.36,14889.0185546875
2020,Rwanda,RWA,10797494132.1381,778.701498787411
2021,Rwanda,RWA,11969932692.1767,829.544845639777
2022,Rwanda,RWA,12946823701.9307,975.469323979541
2023,Rwanda,RWA,14014924101.5292,1027.03446804432
2024,Rwanda,RWA,15260942693.3545,999.654561402699
2020,Samoa,WSM,907771582.239524,4099.6600907147
2021,Samoa,WSM,843511966.584963,3947.64517905415
2022,Samoa,WSM,798752767.864439,3869.46639492144
2023,Samoa,WSM,872307108.549047,4330.17840531329
2024,Samoa,WSM,954498941.243412,4898.77140817676
2020,Sao Tome and Principe,STP,311114954.79799,2167.22001796925
2021,Sao Tome and Principe,STP,317023957.753826,2362.58827248102
2022,Sao Tome and Principe,STP,317558772.390522,2389.73729784737
2023,Sao Tome and Principe,STP,318740893.733006,2940.93352926715
2024,Sao Tome and Principe,STP,321609563.685837,3244.82899741459
2020,Saudi Arabia,SAU,720270347023.098,24338.8307301067
2021,Saudi Arabia,SAU,767229070838.89,31920.7653655643
2022,Saudi Arabia,SAU,859301066620.788,38510.2276211037
2023,Saudi Arabia,SAU,863963569239.897,36156.848337701
2024,Saudi Arabia,SAU,879583643096.82,35057.2252306969
2020,Senegal,SEN,22863414676.2849,1461.08720350553
2021,Senegal,SEN,24359596784.117,1598.10676952274
2022,Senegal,SEN,25297546478.5042,1574.0281059306
2023,Senegal,SEN,26374572022.2227,1698.03387300843
2024,Senegal,SEN,28192309478.4811,1743.98888384359
2020,Serbia,SRB,47265683024.0045,8098.70955668849
2021,Serbia,SRB,51022858874.9258,9680.52798074468
2022,Serbia,SRB,52365263375.3114,10022.9688543402
2023,Serbia,SRB,54380001764.6988,12281.5058488303
2024,Serbia,SRB,56488865191.5836,13523.7246826854
2020,Seychelles,SYC,1678615792.63838,14041.4754074575
2021,Seychelles,SYC,1687886479.31967,14982.9111487767
2022,Seychelles,SYC,1902424765.1769,16836.6721895387
2023,Seychelles,SYC,1945405357.99613,18262.7115849287
2024,Seychelles,SYC,2012826895.3276,17858.8226383978
2020,Sierra Leone,SLE,7993685031.06354,845.982914284565
2021,Sierra Leone,SLE,8465060863.02376,886.192939104469
2022,Sierra Leone,SLE,8914856495.10508,860.774590932595
2023,Sierra Leone,SLE,9423896753.16695,757.848680560444
2024,Sierra Leone,SLE,9800852625.71568,873.388575182318
2020,Singapore,SGP,336541232520.503,61410.0792630788
2021,Singapore,SGP,369376902514.865,80056.1288247844
2022,Singapore,SGP,384550906479.006,90299.0694637269
2023,Singapore,SGP,391555143381.885,85412.230345235
2024,Singapore,SGP,408736675576.891,90674.066632628
2020,Sint Maarten (Dutch part),SXM,1185966832.34776,30150.8998380477
2021,Sint Maarten (Dutch part),SXM,1240255611.86927,32548.4366854902
2022,Sint Maarten (Dutch part),SXM,1361800675.61738,36476.6300833859
2023,Sint Maarten (Dutch part),SXM,1413549101.29084,38077.5444869761
2024,Sint Maarten (Dutch part),SXM,1463023319.83602,40027.9175992113
2020,Slovak Republic,SVK,96969818857.1148,19735.4858280801
2021,Slovak Republic,SVK,102496703508.856,22132.4483028948
2022,Slovak Republic,SVK,102944982587.622,21334.6011006572
2023,Slovak Republic,SVK,105176983317.248,24673.5482979144
2024,Slovak Republic,SVK,107345393746.487,26147.9028430133
2020,Slovenia,SVN,47959972369.9892,25392.0651093612
2021,Slovenia,SVN,51983646950.5935,29187.369382785
2022,Slovenia,SVN,53386809690.2718,28373.8382265999
2023,Slovenia,SVN,54514654618.7574,32610.110922729
2024,Slovenia,SVN,55381990841.4822,34089.3527652778
2020,Small states,SST,200845238547.971,10699.2911713647
2021,Small states,SST,214736151678.227,12369.0639776112
2022,Small states,SST,231226166073.589,13598.1107991474
2023,Small states,SST,241997054759.909,14222.966048012
2024,Small states,SST,256981692322.163,15291.69576976
2020,Solomon Islands,SLB,1437359543.96514,2063.33101522108
2021,Solomon Islands,SLB,1474218469.89734,1996.86976779348
2022,Solomon Islands,SLB,1509636294.96603,2005.4139933198
2023,Solomon Islands,SLB,1549737697.84113,2076.10768772563
2024,Solomon Islands,SLB,1589090836.80634,2149.37957267304
2020,Somalia,SOM,7710043010.29294,518.184778494334
2021,Somalia,SOM,7976673871.04291,549.114742721701
2022,Somalia,SOM,8194206884.51117,573.128092472349
2023,Somalia,SOM,8539706139.23861,597.458854603043
2024,Somalia,SOM,8878930663.20603,636.983477589273
2020,South Africa,ZAF,337307318679.639,5580.60383075189
2021,South Africa,ZAF,354021006263.537,6843.39941886204
2022,South Africa,ZAF,360788046853.641,6523.41097815853
2023,South Africa,ZAF,363308097941.643,6022.54254192335
2024,South Africa,ZAF,365414753361.996,6253.37158194543
2020,South Asia,SAS,2929264189584.75,1957.20343722686
2021,South Asia,SAS,3200121520338.47,2273.72055798689
2022,South Asia,SAS,3427367075327.1,2385.08341578414
2023,South Asia,SAS,3718868684362.24,2532.37560051691
2024,South Asia,SAS,3950362393579.63,2691.64556264089
2020,South Asia (IDA & IBRD),TSA,2929264189584.75,1957.20343722686
2021,South Asia (IDA & IBRD),TSA,3200121520338.47,2273.72055798689
2022,South Asia (IDA & IBRD),TSA,3427367075327.1,2385.08341578414
2023,South Asia (IDA & IBRD),TSA,3718868684362.24,2532.37560051691
2024,South Asia (IDA & IBRD),TSA,3950362393579.63,2691.64556264089
2020,Spain,ESP,1187633217292.02,27233.9426461608
2021,Spain,ESP,1267004457826.92,30799.4775937775
2022,Spain,ESP,1345296618859.67,30270.2687017458
2023,Spain,ESP,1381292228958.21,33509.0127982139
2024,Spain,ESP,1424805636601.96,35297.0094995565
2020,Sri Lanka,LKA,92656723482.0524,3847.60137695639
2021,Sri Lanka,LKA,96555233343.7041,3996.96240014909
2022,Sri Lanka,LKA,89459202881.0576,3342.63650253855
2023,Sri Lanka,LKA,87374939262.0939,3798.89016573011
2024,Sri Lanka,LKA,91751304716.6408,4515.56787322732
2020,St. Kitts and Nevis,KNA,886725390.821136,18859.0190361046
2021,St. Kitts and Nevis,KNA,889985054.357552,18361.1449697886
2022,St. Kitts and Nevis,KNA,982030904.704784,20985.0112160159
2023,St. Kitts and Nevis,KNA,1024538679.19994,22600.4502299468
2024,St. Kitts and Nevis,KNA,1036489310.51656,22771.4168922033
2020,St. Lucia,LCA,1493605760.01109,8411.07474936367
2021,St. Lucia,LCA,1666845859.70761,10459.1321248092
2022,St. Lucia,LCA,2006689780.75964,13103.8243147472
2023,St. Lucia,LCA,2051035272.37698,13554.7684784933
2024,St. Lucia,LCA,2130856442.55709,14181.6303351598
2020,St. Vincent and the Grenadines,VCT,826308151.043014,8351.20324040982
2021,St. Vincent and the Grenadines,VCT,843606096.161631,8641.27904024443
2022,St. Vincent and the Grenadines,VCT,869849273.020018,9693.55867833025
2023,St. Vincent and the Grenadines,VCT,916180617.82392,10582.3656725229
2024,St. Vincent and the Grenadines,VCT,953394361.910327,11501.2265187188
2020,Sub-Saharan Africa,SSF,1800109239111.37,1480.47864226138
2021,Sub-Saharan Africa,SSF,1877780816072.91,1621.10097013513
2022,Sub-Saharan Africa,SSF,1948209958444.37,1696.43999286939
2023,Sub-Saharan Africa,SSF,1998369770920.81,1580.78792757309
2024,Sub-Saharan Africa,SSF,2066882631425.41,1516.35448013206
2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,1800109239111.37,1480.47864226138
2021,Sub-Saharan Africa (IDA & IBRD countries),TSS,1877780816072.91,1621.10097013513
2022,Sub-Saharan Africa (IDA & IBRD countries),TSS,1948209958444.37,1696.43999286939
2023,Sub-Saharan Africa (IDA & IBRD countries),TSS,1998369770920.81,1580.78792757309
2024,Sub-Saharan Africa (IDA & IBRD countries),TSS,2066882631425.42,1516.35448013206
2020,Sub-Saharan Africa (excluding high income),SSA,1703358847506.75,1544.44112077349
2021,Sub-Saharan Africa (excluding high income),SSA,1775657650369.2,1700.42199943914
2022,Sub-Saharan Africa (excluding high income),SSA,1840527330055.63,1772.65535427221
2023,Sub-Saharan Africa (excluding high income),SSA,1883668755099.8,1614.13902501696
2024,Sub-Saharan Africa (excluding high income),SSA,1943864214319.47,1506.22853698028
2020,Sudan,SDN,49449890489.355,577.795227050781
2021,Sudan,SDN,48525909156.8784,712.122009277344
2022,Sudan,SDN,48061119947.9824,1046.24084472656
2023,Sudan,SDN,33915159867.9417,797.283447265625
2024,Sudan,SDN,29338888294.5863,989.312866210938
2020,Suriname,SUR,4416708447.1504,4755.39221710693
2021,Suriname,SUR,4309144555.20541,5029.84838543953
2022,Suriname,SUR,4412832154.84564,6084.43876736445
2023,Suriname,SUR,4524898973.18059,5494.07409425517
2024,Suriname,SUR,4653387372.22498,7430.70219176443
2020,Sweden,SWE,535436339440.588,52653.7565934247
2021,Sweden,SWE,567227918083.309,61174.9680215622
2022,Sweden,SWE,575505409859.556,55296.9371472535
2023,Sweden,SWE,574848401745.341,55567.0890080496
2024,Sweden,SWE,580446460657.157,57723.2345031532
2020,Switzerland,CHE,731108655210.761,85897.7843338323
2021,Switzerland,CHE,771755519734.1,93664.7736696111
2022,Switzerland,CHE,795248228754.84,94394.5106803525
2023,Switzerland,CHE,800682383958.149,100631.802755125
2024,Switzerland,CHE,811109937475.131,103669.872008144
2020,Syrian Arab Republic,SYR,15593656903.8252,572.355289831901
2021,Syrian Arab Republic,SYR,15882796969.6273,663.614245706815
2022,Syrian Arab Republic,SYR,15999183136.0334,1051.67149587463
2023,Syrian Arab Republic,SYR,15806030725.2922,847.372723418531
2024,Syrian Arab Republic,SYR,15806030725.2922,847.372723418531
2020,Tajikistan,TJK,11425228817.4554,834.311715460625
2021,Tajikistan,TJK,12499200274.9255,896.748053372182
2022,Tajikistan,TJK,13499136339.2248,1052.17949484894
2023,Tajikistan,TJK,14619564549.6174,1178.47990060249
2024,Tajikistan,TJK,15847607943.9846,1341.20229027672
2020,Tanzania,TZA,61565931105.4141,1117.41528320313
2021,Tanzania,TZA,64226431583.1539,1159.85656738281
2022,Tanzania,TZA,67159014151.451,1207.85302734375
2023,Tanzania,TZA,70563656177.7408,1224.48962402344
2024,Tanzania,TZA,74463225268.4644,1185.74548339844
2020,Thailand,THA,432369701127.278,6985.64393892574
2021,Thailand,THA,439080796986.82,7057.20754802279
2022,Thailand,THA,450410744554.857,6909.35281815827
2023,Thailand,THA,459498911646.803,7195.10130919449
2024,Thailand,THA,471105678432.118,7345.13569000377
2020,Timor-Leste,TLS,2582938997.77444,1630.86938521256
2021,Timor-Leste,TLS,2720236115.57999,2684.82702378987
2022,Timor-Leste,TLS,2161456508.57491,2343.24523350389
2023,Timor-Leste,TLS,1769697034.78278,1502.51964514186
2024,Timor-Leste,TLS,1730956215.51256,1343.14886031844
2020,Togo,TGO,6996086823.90934,853.578220263722
2021,Togo,TGO,7415213717.65264,939.613373786407
2022,Togo,TGO,7842296104.31507,898.758154410712
2023,Togo,TGO,8344824333.95103,985.697512629974
2024,Togo,TGO,8787100467.10828,1043.14092889765
2020,Tonga,TON,492256326.907883,4700.44940541029
2021,Tonga,TON,494041269.383415,4912.57966349119
2022,Tonga,TON,482629585.75729,4933.07466930785
2023,Tonga,TON,492688338.436877,4863.76384632192
2024,Tonga,TON,492688338.436877,4863.76384632192
2020,Trinidad and Tobago,TTO,21438575321.8702,15358.8612973066
2021,Trinidad and Tobago,TTO,21243057044.1771,17679.1812561341
2022,Trinidad and Tobago,TTO,21472954153.1036,20874.37682915
2023,Trinidad and Tobago,TTO,21779397558.7054,18639.259241294
2024,Trinidad and Tobago,TTO,22138889023.516,19314.7163432664
2020,Tunisia,TUN,44893939452.6941,3548.65363663803
2021,Tunisia,TUN,47020260421.799,3906.93926319391
2022,Tunisia,TUN,48277261609.9968,3708.8481241036
2023,Tunisia,TUN,48296165328.5233,3950.3753419816
2024,Tunisia,TUN,48948478709.7934,4350.3717971875
2020,Turkiye,TUR,1015597272884.83,8638.73903848102
2021,Turkiye,TUR,1131775463573.96,9743.21277804855
2022,Turkiye,TUR,1194401442556.95,10674.504157865
2023,Turkiye,TUR,1255449309088.75,13105.6585004778
2024,Turkiye,TUR,1295423120852.21,15473.2872636856
2020,Turkmenistan,TKM,48406917338.9257,6592.60146027748
2021,Turkmenistan,TKM,51408146222.3962,7051.20211079213
2022,Turkmenistan,TKM,54595451255.3951,8156.35211950774
2023,Turkmenistan,TKM,58035050718.9991,8232.65225980002
2024,Turkmenistan,TKM,59349032299.7884,8571.60702949432
2020,Turks and Caicos Islands,TCA,1308391552.57635,20690.9160546118
2021,Turks and Caicos Islands,TCA,1696059833.66285,27329.2885087196
2022,Turks and Caicos Islands,TCA,1934985875.65397,31280.5418020808
2023,Turks and Caicos Islands,TCA,2200681652.22351,35470.2151608295
2024,Turks and Caicos Islands,TCA,2324730229.60518,37506.7798431288
2020,Tuvalu,TUV,44019157.5155388,4976.11254109571
2021,Tuvalu,TUV,44813322.9441554,5905.08198095343
2022,Tuvalu,TUV,45116847.7756278,5911.32727055301
2023,Tuvalu,TUV,46855113.8352982,6344.7750188689
2024,Tuvalu,TUV,46855113.8352982,6344.7750188689
2020,Uganda,UGA,40768765796.4748,845.76646385001
2021,Uganda,UGA,42210585952.7826,882.791717442001
2022,Uganda,UGA,44147216889.624,963.067314233497
2023,Uganda,UGA,46503341915.459,1002.30913908852
2024,Uganda,UGA,49356997179.0834,1072.71369837695
2020,Ukraine,UKR,98118341608.386,3709.76928710938
2021,Ukraine,UKR,101499127457.564,4775.94580078125
2022,Ukraine,UKR,72309415409.6738,4199.6708984375
2023,Ukraine,UKR,76311548882.3244,5139.59814453125
2024,Ukraine,UKR,78535131746.0434,5389.47314453125
2020,United Arab Emirates,ARE,383342656333.374,37173.8754093066
2021,United Arab Emirates,ARE,400036290964.175,43360.0211001327
2022,United Arab Emirates,ARE,430077804445.494,49899.0652975197
2023,United Arab Emirates,ARE,445641058044.125,49040.6947521035
2024,United Arab Emirates,ARE,462404360915.143,49377.5643384379
2020,United Kingdom,GBR,2831893577011.53,40404.8062238951
2021,United Kingdom,GBR,3074755378978.02,46926.475736105
2022,United Kingdom,GBR,3223545410805.62,46062.9914079698
2023,United Kingdom,GBR,3236345540532.38,49200.8101526146
2024,United Kingdom,GBR,3271966955942.46,52636.7865943853
2020,United States,USA,19723580221938.2,64401.5074354212
2021,United States,USA,20917853444668.3,71307.4017277218
2022,United States,USA,21443388432051.0,77860.9112908848
2023,United States,USA,22062578283266.8,82304.6204272866
2024,United States,USA,22679489969555.6,85809.9003846356
2020,Upper middle income,UMC,23966101189593.9,8334.90582376743
2021,Upper middle income,UMC,25811099182482.0,9905.05583452615
2022,Upper middle income,UMC,26695143824801.5,10310.8668761078
2023,Upper middle income,UMC,27919111385576.6,10631.3167441564
2024,Upper middle income,UMC,29078944494027.5,10961.8184459945
2020,Uruguay,URY,55890466349.1545,15757.5355995779
2021,Uruguay,URY,59156857853.7605,17881.818721099
2022,Uruguay,URY,61810768801.3209,20818.6146091144
2023,Uruguay,URY,62269484309.0206,23019.4221560046
2024,Uruguay,URY,64204978531.9491,23906.5133029408
2020,Uzbekistan,UZB,109123866128.148,1978.28051860763
2021,Uzbekistan,UZB,117891622986.822,2258.51964119278
2022,Uzbekistan,UZB,124966702851.263,2578.66689394219
2023,Uzbekistan,UZB,132828878427.532,2878.96879292451
2024,Uzbekistan,UZB,141462755525.291,3161.70010632875
2020,Vanuatu,VUT,828395819.755769,3042.98711598286
2021,Vanuatu,VUT,815536673.766002,3211.71947349318
2022,Vanuatu,VUT,857832270.181912,3292.34108821237
2023,Vanuatu,VUT,849555970.649593,3515.23633611798
2024,Vanuatu,VUT,883260050.459907,3542.81071592874
2020,Viet Nam,VNM,323972192107.065,3534.03953482647
2021,Viet Nam,VNM,332245562394.77,3704.1935590038
2022,Viet Nam,VNM,360611028837.664,4147.69777213621
2023,Viet Nam,VNM,378876063686.799,4323.35031982451
2024,Viet Nam,VNM,405742875627.919,4717.29028732449
2020,West Bank and Gaza,PSE,14037400000.0,3233.56863835858
2021,West Bank and Gaza,PSE,15021700000.0,3678.63565662194
2022,West Bank and Gaza,PSE,15635000000.0,3799.95527015163
2023,West Bank and Gaza,PSE,14922700000.0,3455.02852911712
2024,West Bank and Gaza,PSE,10959600000.0,2592.30591217647
2020,World,WLD,83020634205557.4,10963.1756422364
2021,World,WLD,88350178087141.1,12418.5659245064
2022,World,WLD,91318665777403.6,12819.7448379733
2023,World,WLD,94006477956472.6,13263.6195488046
2024,World,WLD,96698130682107.0,13673.0039578901
2020,Zambia,ZMB,23418945736.8993,951.644316655957
2021,Zambia,ZMB,24879098747.8861,1127.16077872857
2022,Zambia,ZMB,26175604214.1895,1447.12310138035
2023,Zambia,ZMB,27580695690.34,1330.72780576709
2024,Zambia,ZMB,28695824119.1189,1235.08466482514
2020,Zimbabwe,ZWE,19101046519.5924,1730.45391034701
2021,Zimbabwe,ZWE,20718530620.6262,1724.38727102272
2022,Zimbabwe,ZWE,21990477716.189,2040.54658705395
2023,Zimbabwe,ZWE,23164059015.9146,2156.03409322984
2024,Zimbabwe,ZWE,23634169920.6038,2656.40937654332
