Year,Country Name,Country Code,GDP,GDP_per_capita
2023,Euro area,EMU,13279098631202.1,45068.7010930397
2024,Euro area,EMU,13393736692322.8,46724.355622795
2020,Europe & Central Asia,ECS,21227016942120.2,24121.4791035767
2021,Europe & Central Asia,ECS,22663327013124.6,27591.4108786977
2022,Europe & Central Asia,ECS,23411478944492.1,27782.8616206223
2023,Europe & Central Asia,ECS,23661852190513.6,29835.7180523654
2024,Europe & Central Asia,ECS,24020514881046.7,31392.581963732
2020,Europe & Central Asia (IDA & IBRD countries),TEC,4050935056374.27,8456.58174660206
2021,Europe & Central Asia (IDA & IBRD countries),TEC,4353968378362.0,9987.98864443054
2022,Europe & Central Asia (IDA & IBRD countries),TEC,4438760777745.55,11410.4415323006
2023,Europe & Central Asia (IDA & IBRD countries),TEC,4609287181110.06,12106.9240912296
2024,Europe & Central Asia (IDA & IBRD countries),TEC,4778589795959.56,13257.56545104
2020,Europe & Central Asia (excluding high income),ECA,1743366626834.25,5733.41761868436
2021,Europe & Central Asia (excluding high income),ECA,1901050092508.42,6623.35137698536
2022,Europe & Central Asia (excluding high income),ECA,1960093561392.93,7247.60981221236
2023,Europe & Central Asia (excluding high income),ECA,2059584774968.09,8571.4101866164
2024,Europe & Central Asia (excluding high income),ECA,2136859141351.96,9668.56270854153
2020,European Union,EUU,14048682909024.6,34698.4032089427
2021,European Union,EUU,14941776767669.3,39214.3660784805
2022,European Union,EUU,15463565105696.1,37962.8295010744
2023,European Union,EUU,15534002015257.9,41392.0743803078
2024,European Union,EUU,15693282674206.4,43145.1566930223
2020,Faroe Islands,FRO,2854366727.12733,62240.822409175
2021,Faroe Islands,FRO,3011481923.30763,68749.4005557957
2022,Faroe Islands,FRO,3118570937.35915,66139.3809716876
2023,Faroe Islands,FRO,3196193980.39855,71774.3522353393
2024,Faroe Islands,FRO,3196193980.39855,71774.3522353393
2020,Fiji,FJI,4327208912.29646,4844.42127154524
2021,Fiji,FJI,4115996279.01139,4696.17103944634
2022,Fiji,FJI,4930664173.03194,5405.03006162671
2023,Fiji,FJI,5301661710.96712,5888.73667332429
2024,Fiji,FJI,5504662278.88559,6288.39867264416
2020,Finland,FIN,247120696232.09,48828.6846862799
2021,Finland,FIN,253734502126.393,53099.1351400148
2022,Finland,FIN,255670602724.759,50440.560224974
2023,Finland,FIN,253249645355.292,52821.5114340717
2024,Finland,FIN,252859096867.846,53188.6186245158
2020,Fragile and conflict affected situations,FCS,1699267989987.5,1689.91690757517
2021,Fragile and conflict affected situations,FCS,1741443211654.67,1763.84589367628
2022,Fragile and conflict affected situations,FCS,1763323392618.96,1903.89887310976
2023,Fragile and conflict affected situations,FCS,1798124677036.84,1781.86010011545
2024,Fragile and conflict affected situations,FCS,1828147623816.98,1690.97291408665
2020,France,FRA,2413981867676.36,39169.8606000707
2021,France,FRA,2580120255051.75,43725.0999521245
2022,France,FRA,2646451030889.78,41082.8119320747
2023,France,FRA,2671234714486.56,44690.9345395117
2024,France,FRA,2702385011317.5,46150.4876861593
2020,French Polynesia,PYF,5525788640.18248,19966.4838503859
2021,French Polynesia,PYF,5641527935.8258,21982.9038942614
2022,French Polynesia,PYF,5893499994.30056,20738.6499971661
2023,French Polynesia,PYF,6070123891.45964,22774.1418988734
2024,French Polynesia,PYF,6070123891.45964,22774.1418988734
2020,Gabon,GAB,15176119359.5533,6605.80346077904
2021,Gabon,GAB,15398898313.8373,8181.40914134398
2022,Gabon,GAB,15866657481.1283,8409.20741452279
2023,Gabon,GAB,16254737014.9742,8071.39777400455
2024,Gabon,GAB,16804782297.4574,8218.76307061848
2020,"Gambia, The",GMB,1687449652.95674,720.335143352133
2021,"Gambia, The",GMB,1776141480.03218,781.890925169531
2022,"Gambia, The",GMB,1873704900.53827,836.244875582631
2023,"Gambia, The",GMB,1963596060.75029,888.157407441902
2024,"Gambia, The",GMB,2076438382.25331,908.525674150965
2020,Georgia,GEO,17346401920.57,4300.85701291207
2021,Georgia,GEO,19192793472.268,5083.60695484577
2022,Georgia,GEO,21296041913.2144,6729.84659930283
2023,Georgia,GEO,22963990777.4548,8283.66960652261
2024,Georgia,GEO,25129167228.2708,9193.66366361489
2020,Germany,DEU,3522914639711.92,47379.765194548
2021,Germany,DEU,3652205602904.36,52265.6541620571
2022,Germany,DEU,3702230996915.75,49686.1154582583
2023,Germany,DEU,3692366831839.57,53940.4073447462
2024,Germany,DEU,3683559545240.29,55800.2194549412
2020,Ghana,GHA,62825173619.4157,2195.45481659987
2021,Ghana,GHA,66014472471.1465,2445.18662529344
2022,Ghana,GHA,68526224001.2217,2229.89122647803
2023,Ghana,GHA,70678009792.105,2383.90410483418
2024,Ghana,GHA,74695964607.757,2405.79466378083
2020,Greece,GRC,187085880047.738,17886.733165236
2021,Greece,GRC,203277223532.871,20654.7001960815
2022,Greece,GRC,214952753800.9,20971.8349258283
2023,Greece,GRC,219965719527.074,23400.7278817691
2024,Greece,GRC,224962760462.684,24752.1068401681
2020,Greenland,GRL,2715195047.19671,54812.6661771023
2021,Greenland,GRL,2759563889.53607,58135.9939910203
2022,Greenland,GRL,2814880887.77734,55635.0006491223
2023,Greenland,GRL,2839256686.24476,58498.9743142433
2024,Greenland,GRL,2839256686.24476,58498.9743142433
2020,Grenada,GRD,978809798.804488,8968.55890108484
2021,Grenada,GRD,1024691294.44286,9622.24050459345
2022,Grenada,GRD,1099706286.21882,10535.4588771454
2023,Grenada,GRD,1151169921.08874,11308.2874249451
2024,Grenada,GRD,1193683309.23905,11871.6117006031
2020,Guatemala,GTM,69530649309.9694,4477.61761796418
2021,Guatemala,GTM,75122098203.595,4912.62225721201
2022,Guatemala,GTM,78265595990.3531,5358.70127494396
2023,Guatemala,GTM,81030842139.5616,5758.30876298845
2024,Guatemala,GTM,83989978802.2225,6150.02597767851
2020,Guinea,GIN,12643401588.6985,1053.66097696415
2021,Guinea,GIN,13349198344.073,1244.96550477914
2022,Guinea,GIN,13879482945.938,1416.59612011764
2023,Guinea,GIN,14648645956.2703,1555.49375806861
2024,Guinea,GIN,15479007958.4173,1717.02318120779
2020,Guinea-Bissau,GNB,1422567560.22443,836.26731423732
2021,Guinea-Bissau,GNB,1497072635.73124,912.484104692847
2022,Guinea-Bissau,GNB,1580686197.61986,873.437861875428
2023,Guinea-Bissau,GNB,1651243277.32771,964.927554218909
2024,Guinea-Bissau,GNB,1730725640.51329,962.983627901892
2020,Guyana,GUY,7275896377.20418,6775.70939096303
2021,Guyana,GUY,8735441012.70968,9860.87014834386
2022,Guyana,GUY,14268000638.322,17913.4928066879
2023,Guyana,GUY,19089873040.0558,20473.7002190617
2024,Guyana,GUY,27369534584.2722,29883.6341152001
2020,Haiti,HTI,14973407477.2561,1290.32538667383
2021,Haiti,HTI,14704149691.2104,1835.44394078496
2022,Haiti,HTI,14456828250.6294,1760.62635668777
2023,Haiti,HTI,14187369712.6764,1705.75808460999
2024,Haiti,HTI,13595808327.3781,2142.62330526788
2020,Heavily indebted poor countries (HIPC),HPC,808405548885.444,968.074022023344
2021,Heavily indebted poor countries (HIPC),HPC,842697165751.427,1049.99987506014
2022,Heavily indebted poor countries (HIPC),HPC,884765753783.792,1111.39185793698
2023,Heavily indebted poor countries (HIPC),HPC,915566268376.055,1173.17370951469
2024,Heavily indebted poor countries (HIPC),HPC,963576544877.918,1272.36066941335
2020,High income,HIC,52275421377053.5,40219.1360185556
2021,High income,HIC,55330068427069.5,45211.9410454248
2022,High income,HIC,56991784393162.4,46655.1648590412
2023,High income,HIC,58029791997231.9,48708.4624685822
2024,High income,HIC,59148025095761.1,50443.9276011317
2020,Honduras,HND,22156260473.8169,2307.61494319511
2021,Honduras,HND,24940257609.6892,2735.14751503977
2022,Honduras,HND,25973672631.7766,3003.28996826399
2023,Honduras,HND,26902451582.3921,3227.45762509776
2024,Honduras,HND,27858556649.7637,3426.43483328923
2020,"Hong Kong SAR, China",HKG,310097371736.975,46109.2299946609
2021,"Hong Kong SAR, China",HKG,330112373193.41,49770.5642374739
2022,"Hong Kong SAR, China",HKG,317951853968.253,48825.8441873536
2023,"Hong Kong SAR, China",HKG,328172381393.87,50565.4647717265
2024,"Hong Kong SAR, China",HKG,336511889872.948,54107.034521746
2020,Hungary,HUN,141809897486.431,16386.9308821258
2021,Hungary,HUN,152052706989.445,19030.628130329
2022,Hungary,HUN,158545886039.554,18483.6366867035
2023,Hungary,HUN,157210091224.024,22312.1790289763
2024,Hungary,HUN,158015487624.862,23310.7512733957
2020,IBRD only,IBD,30918389883811.0,6236.68120499036
2021,IBRD only,IBD,33275684905703.1,7366.1147382175
2022,IBRD only,IBD,34518738883482.8,7745.39306575372
2023,IBRD only,IBD,36182711729765.4,7964.73675347128
2024,IBRD only,IBD,37743568925065.3,8253.92125275536
2020,IDA & IBRD total,IBT,33422117667116.0,4932.64621363093
2021,IDA & IBRD total,IBT,35890142142901.6,5764.25548879942
2022,IDA & IBRD total,IBT,37247787154639.2,6043.77728725502
2023,IDA & IBRD total,IBT,38993185387329.6,6162.30588823383
2024,IDA & IBRD total,IBT,40672526012094.1,6351.48106277471
2020,IDA blend,IDB,1225032497318.17,1735.42504387769
2021,IDA blend,IDB,1289525302964.17,1857.19734593257
2022,IDA blend,IDB,1345818371567.92,1962.52152270807
2023,IDA blend,IDB,1382652971524.27,1729.91982930792
2024,IDA blend,IDB,1436172981565.02,1565.83627113068
2020,IDA only,IDX,1277908197614.65,1179.86645615956
2021,IDA only,IDX,1324839459173.57,1254.09572124934
2022,IDA only,IDX,1382974642789.89,1330.40253875948
2023,IDA only,IDX,1428025023126.83,1347.74690969092
2024,IDA only,IDX,1493023195774.28,1444.42895490433
2020,IDA total,IDA,2502940694932.82,1374.49201596905
2021,IDA total,IDA,2614364762137.74,1465.04691576142
2022,IDA total,IDA,2728793014357.81,1551.17381360191
2023,IDA total,IDA,2810677994651.1,1480.94361341054
2024,IDA total,IDA,2929196177339.29,1486.64710905859
2020,Iceland,ISL,19291243916.1307,59023.5663465778
2021,Iceland,ISL,20262250570.2042,69178.4046960961
2022,Iceland,ISL,22081592142.8124,75121.0152280628
2023,Iceland,ISL,23328420812.2357,79960.0961535662
2024,Iceland,ISL,23448996816.296,82703.8579937471
2020,India,IND,2533830417086.54,1907.04251637669
2021,India,IND,2779348258938.77,2239.61384367482
2022,India,IND,2990839011962.46,2347.44829434623
2023,India,IND,3265719695911.24,2530.12031278204
2024,India,IND,3477476264134.11,2696.66389984463
2020,Indonesia,IDN,1027656193885.38,3853.70288774146
2021,Indonesia,IDN,1065709127396.86,4287.17313995098
2022,Indonesia,IDN,1122268412650.2,4730.83484836107
2023,Indonesia,IDN,1178932006499.5,4876.30774512252
2024,Indonesia,IDN,1238236350136.56,4925.43048751861
2020,"Iran, Islamic Rep.",IRN,449842285446.341,2988.78122414716
2021,"Iran, Islamic Rep.",IRN,471073841462.031,4334.79268631354
2022,"Iran, Islamic Rep.",IRN,488864564083.075,4405.09291519791
2023,"Iran, Islamic Rep.",IRN,513527244543.925,4465.63766853306
2024,"Iran, Islamic Rep.",IRN,529138474367.299,4771.40029026226
2020,Iraq,IRQ,177479307669.569,4295.18945121228
2021,Iraq,IRQ,180145367592.772,4868.49431080783
2022,Iraq,IRQ,194483223959.197,6520.73154560584
2023,Iraq,IRQ,195490074355.087,5965.31835077761
2024,Iraq,IRQ,192469260104.189,6073.61032342708
2020,Ireland,IRL,407759843938.039,86622.5067251295
2021,Ireland,IRL,474043708271.963,103961.976350649
2022,Ireland,IRL,514903922090.306,105234.511567597
2023,Ireland,IRL,486429697154.214,103887.800388081
2024,Ireland,IRL,492370629886.028,107316.337306921
2020,Israel,ISR,349579824803.208,44575.5719045492
2021,Israel,ISR,382399686301.549,52270.9040241956
2022,Israel,ISR,406350386042.279,54949.621556429
2023,Israel,ISR,413772459124.137,52003.7200729997
2024,Israel,ISR,417380424316.47,54176.6844383302
2020,Italy,ITA,1751650987235.43,32091.4866621366
2021,Italy,ITA,1908092024820.83,36852.5425414951
2022,Italy,ITA,2000084512919.56,35653.9042103495
2023,Italy,ITA,2014392567519.09,39065.4244365633
2024,Italy,ITA,2029012875282.16,40226.0472416173
2020,Jamaica,JAM,13452615521.9861,4879.44025773374
2021,Jamaica,JAM,14071627468.5505,5165.33782130331
2022,Jamaica,JAM,14806380290.2635,6022.15339791763
2023,Jamaica,JAM,15192036607.5145,6839.72502408181
2024,Jamaica,JAM,15082835198.3407,7019.74634780454
2020,Japan,JPN,4374056271824.01,40028.7341726762
2021,Japan,JPN,4492005937826.88,40094.5599795288
2022,Japan,JPN,4534320578755.85,34065.6438962526
2023,Japan,JPN,4601203385713.7,33836.1756271617
2024,Japan,JPN,4605054526891.98,32475.8924992191
2020,Jordan,JOR,41362613665.9359,4022.0401356135
2021,Jordan,JOR,42874683401.0676,4183.49998326866
2022,Jordan,JOR,44009762839.5016,4332.25159897931
2023,Jordan,JOR,45279041100.7738,4466.08314208575
2024,Jordan,JOR,46405988481.4729,4618.09592498567
2020,Kazakhstan,KAZ,205829267103.2,8781.50797787648
2021,Kazakhstan,KAZ,214679925583.069,9983.60103576902
2022,Kazakhstan,KAZ,221549683201.099,11255.3396437881
2023,Kazakhstan,KAZ,232848717044.355,12879.4275257974
2024,Kazakhstan,KAZ,244025455462.484,14005.3487362345
2020,Kenya,KEN,84035138346.859,1927.66459027849
2021,Kenya,KEN,90413816676.9795,2061.35622089594
2022,Kenya,KEN,94807911027.625,2109.56288513137
2023,Kenya,KEN,100075318170.786,1952.30457929636
2024,Kenya,KEN,104575203135.656,2206.1349785176
2020,Kiribati,KIR,224083587.996285,1751.7823197053
2021,Kiribati,KIR,243085288.871158,2222.04829512346
2022,Kiribati,KIR,254185355.451337,2069.76720110559
2023,Kiribati,KIR,260926378.720306,2177.70114080416
2024,Kiribati,KIR,274669108.240318,2288.63458265531
2020,"Korea, Rep.",KOR,1626525694049.93,31721.2989141857
2021,"Korea, Rep.",KOR,1696543311942.81,35125.5224984723
2022,"Korea, Rep.",KOR,1740868427277.01,32394.6833725203
2023,"Korea, Rep.",KOR,1764487367948.7,33121.3712885508
2024,"Korea, Rep.",KOR,1764487367948.7,33121.3712885508
2020,Kosovo,XKX,7144396206.5298,4310.89065548799
2021,Kosovo,XKX,7912108452.01596,5270.42965289833
2022,Kosovo,XKX,8250627929.71309,5290.94747224687
2023,Kosovo,XKX,8586232700.23679,6221.20365212094
2024,Kosovo,XKX,8965120678.05835,7299.43498083118
2020,Kuwait,KWT,112389026890.492,25236.0755520534
2021,Kuwait,KWT,114268887221.657,34018.6342879647
2022,Kuwait,KWT,121991940846.717,39981.7690981957
2023,Kuwait,KWT,119958084014.587,34075.8490439847
2024,Kuwait,KWT,116887023750.862,32213.8622292316
2020,Kyrgyz Republic,KGZ,7354379549.41978,1229.51766602907
2021,Kyrgyz Republic,KGZ,7759385792.10421,1349.99730650542
2022,Kyrgyz Republic,KGZ,8455209116.53133,1739.72018344174
2023,Kyrgyz Republic,KGZ,9217301873.9258,2138.22210211478
2024,Kyrgyz Republic,KGZ,10050558458.4137,2419.26553574523
2020,Lao PDR,LAO,18584864138.19,2583.77730696131
2021,Lao PDR,LAO,19054754737.3799,2526.05105018529
2022,Lao PDR,LAO,19570648221.6862,2046.40440255621
2023,Lao PDR,LAO,20303702352.295,2066.94979776957
2024,Lao PDR,LAO,21168286229.0226,2123.97909411797
2020,Late-demographic dividend,LTE,22887703956518.8,9869.54019951006
2021,Late-demographic dividend,LTE,24624023134000.9,11755.4245358535
2022,Late-demographic dividend,LTE,25437321884150.9,12280.1075352976
2023,Late-demographic dividend,LTE,26544732941232.0,12422.7253981593
2024,Late-demographic dividend,LTE,27726773907703.2,12843.3344406811
2020,Latin America & Caribbean,LCN,5256988958827.01,7445.29645309345
2021,Latin America & Caribbean,LCN,5629292795061.98,8597.53194021339
2022,Latin America & Caribbean,LCN,5852718532889.01,9716.03266743824
2023,Latin America & Caribbean,LCN,5984582714771.78,10838.827948659
2024,Latin America & Caribbean,LCN,6120149003231.26,11044.6796556507
2020,Latin America & Caribbean (excluding high income),LAC,4434160816743.52,6892.38171560913
2021,Latin America & Caribbean (excluding high income),LAC,4738805598953.66,7955.36133413771
2022,Latin America & Caribbean (excluding high income),LAC,4921332047465.75,9093.65274220086
2023,Latin America & Caribbean (excluding high income),LAC,5029038817710.75,10166.928671097
2024,Latin America & Caribbean (excluding high income),LAC,5130228804879.38,10344.66889924
2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,5053884455721.68,7240.29672376392
2021,Latin America & the Caribbean (IDA & IBRD countries),TLA,5421811194207.57,8382.42554035091
2022,Latin America & the Caribbean (IDA & IBRD countries),TLA,5638697291727.06,9482.77639942335
2023,Latin America & the Caribbean (IDA & IBRD countries),TLA,5770564610504.88,10593.1164302324
2024,Latin America & the Caribbean (IDA & IBRD countries),TLA,5900062201496.05,10784.3171528207
2020,Latvia,LVA,28318076614.1623,17564.2321549354
2021,Latvia,LVA,30284070900.4111,20261.8887788916
2022,Latvia,LVA,30831235007.8675,20227.2307431581
2023,Latvia,LVA,31711225667.413,22675.5786295407
2024,Latvia,LVA,31570906307.78,23367.5986788961
2020,Least developed countries: UN classification,LDC,1113522295629.76,1088.70490856513
2021,Least developed countries: UN classification,LDC,1144938564973.56,1161.529354921
2022,Least developed countries: UN classification,LDC,1199588213307.82,1273.78979194705
2023,Least developed countries: UN classification,LDC,1236202287881.51,1254.2327931358
2024,Least developed countries: UN classification,LDC,1283967350018.15,1325.30935386629
2020,Lebanon,LBN,36728167162.8739,5561.19166950397
2021,Lebanon,LBN,34156740537.1604,4045.37391066234
2022,Lebanon,LBN,33944395264.1769,3654.35845534878
2023,Lebanon,LBN,33686219465.2748,3477.72489842684
2024,Lebanon,LBN,33686219465.2748,3477.72489842684
2020,Lesotho,LSO,2112391149.60613,918.582577421982
2021,Lesotho,LSO,2160272945.18777,1066.58643600093
2022,Lesotho,LSO,2211855514.87917,1030.12579628833
2023,Lesotho,LSO,2252257826.396,916.282970463888
2024,Lesotho,LSO,2314470552.10872,971.814620468788
2020,Liberia,LBR,3115556299.79146,616.787867006715
2021,Liberia,LBR,3270920145.66908,667.96610514319
2022,Liberia,LBR,3428189426.39464,744.617175237387
2023,Liberia,LBR,3588757484.77383,799.194470229642
2024,Liberia,LBR,3760763574.17169,846.277368387389
2020,Libya,LBY,42996651437.748,6650.33810585348
2021,Libya,LBY,55179091532.8781,4935.82787349801
2022,Libya,LBY,50625917039.5711,5986.63694851258
2023,Libya,LBY,55767393124.5653,6172.81246940233
2024,Libya,LBY,55429536117.6065,6318.40314031017
2020,Lithuania,LTU,49023107998.6089,20428.6478157394
2021,Lithuania,LTU,52150790162.9131,23870.4594851722
2022,Lithuania,LTU,53474129886.9706,25085.784063499
2023,Lithuania,LTU,53657151896.4273,27786.0057829276
2024,Lithuania,LTU,55144866855.2473,29386.2878350187
2020,Low & middle income,LMY,30364678152934.2,4698.51752976729
2021,Low & middle income,LMY,32615980701022.0,5485.92472057214
2022,Low & middle income,LMY,33907264062796.1,5702.28344160279
2023,Low & middle income,LMY,35540827070549.6,5819.84086254913
2024,Low & middle income,LMY,37080976365808.6,5974.80452228262
2020,Low income,LIC,387893223538.741,607.964753680009
2021,Low income,LIC,392809494512.289,643.369305022958
2022,Low income,LIC,407094709532.929,723.504638939919
2023,Low income,LIC,406271392612.361,697.171191535478
2024,Low income,LIC,415746055643.676,746.934788844338
2020,Lower middle income,LMC,6010432229160.71,2058.43459982702
